description,group_old,group,link,type,username,userPic,media,caption,rand,verified
disruptive - m25,,src,https://www.instagram.com/p/C9mIYNeN5MI/,carousel,metro.co.uk,metrocouk.jpg,C9mIYNeN5MI_0.jpg;C9mIYNeN5MI_1.jpg,"Five Just Stop Oil protesters have been jailed for planning to block the M25 motorway.

The protesters ‚Äì Roger Hallam, 58, Daniel Shaw, 38, Louise Lancaster, 58, Lucia Whittaker De Abreu, 35, and Cressida Gethin, 22 ‚Äì agreed to cause traffic chaos by climbing over the gantries for days on end in November 2022.

The five defendants shouted ‚ÄòWe love you‚Äô when they were given their sentences.

Hallam, one of the co-founders of Just Stop Oil, has been sentenced to five years in jail.

The other four were given four year sentences by Judge Christopher Hehir.

He said: ‚ÄôThe plain fact is that each of you some time ago has crossed the line from concerned campaigner to fanatic.

‚ÄòYou have appointed yourselves as sole arbiters of what should be done about climate change.‚Äô

Visit the üîó in our bio for the full story

#news #uknews #juststopoil #climatechange #protest",0.494709186,TRUE
nondisruptive,,lmc,https://www.instagram.com/p/C9u3EwEMowJ/,carousel,imdmilo,imdmilo.jpg,C9u3EwEMowJ_0.jpg;C9u3EwEMowJ_1.jpg;C9u3EwEMowJ_2.jpg;C9u3EwEMowJ_3.jpg;C9u3EwEMowJ_4.jpg;C9u3EwEMowJ_5.jpg;C9u3EwEMowJ_6.jpg;C9u3EwEMowJ_7.jpg;C9u3EwEMowJ_8.jpg;C9u3EwEMowJ_9.jpg,"Today 22.07.24 Leeds Crown Court.

Court ruling regarding Drax Protest:

Today activists gathered outside Leeds Crown Court to support Axe Drax activist ‚ÄúCoffee‚Äù, they were being sentenced after previously been found guilty of a non violent protest action which saw her climb on the roof of a train en-route to Drax power station. 

In the ruling, she was told to pay ¬£3,000 and given a conditional discharge. She could have been sent to prison for up to two years for the protest that occurred on the 11th of November 2021.

Walking free outside the court, the activist joined the gathered crowd with placards with various messages regarding the controversial use of burning wood by Drax, a Biomass power station in North Yorkshire, that burns wooden ‚Äúpellets‚Äù as an alternative to coal.

Activists previously had stated that Drax burns 6.5 to 7 million of these Pellets each year, equivalent according to their figures 14 million tons of wood. They state this wood is mainly coming from the US or Canda.

With such large wood usage they state there is grave concern about the startling amount of deforestation required to fulfil this demand and questions have been raised about the sustainability of wood Drax uses, including in an official OfGem (Energy Regulator) investigation.

BBC‚Äôs Panorama stated Drax ‚Äútook timber from rare forests in Canada it had claimed were no-go areas‚Äù

Drax stated in response to Panorama that its wood pellets are ‚Äúsustainable and legally harvested‚Äù.

#axedrax #courtruling #juststopoil #Extinctionrebellion #climateactivism #directaction #drax

Disclaimer: collaboration posts are simply an effective way to boost engagement for a story to new audiences and should not be seen as an endorsement by the post author for any one specific group or ideology.",0.058077917,FALSE
,,lrc,https://www.instagram.com/p/CBw0nHJnfX4/,carousel,kirk_protest_london,kirk_protest_london.jpg,CBw0nHJnfX4_0.jpg;CBw0nHJnfX4_1.jpg;CBw0nHJnfX4_2.jpg;CBw0nHJnfX4_3.jpg;CBw0nHJnfX4_4.jpg;CBw0nHJnfX4_5.jpg;CBw0nHJnfX4_6.jpg;CBw0nHJnfX4_7.jpg,"The youth climate strike. 
February 14th 2020 before the lockdown.
.
#extinctionrebellionuk #london#xrlondon #xr #extinctionrebellionyouth #uk #extinctionrebellion #ourfuture #ourplanet #peoplehavethepower #student #youthstrike #youngprotest #youthstrike4climate #climatechange #climatejustice #kids #Greendeal #gretathunberg #parliament #toriesout #rebellion #protest #photography",0.106333921,FALSE
,,lrc,https://www.instagram.com/p/CcabpYvt0c0/,image,xrwsm,xrwsm.jpg,CcabpYvt0c0_0.jpg,"An 
@Shell_UKLtd
 tanker has been acquired opposite Hyde Park. 
@EtienneStott
 says 'I'm trying to help everyone on Earth. This machine is a death machine ' 

@shellslies
 
@shell_knows
 
@ExtinctionR
 

#ClimateCrisis 
#ClimateEmergency 
#ExtinctionRebellion",0.421065963,FALSE
,,lmc,https://www.instagram.com/p/CcLHcUNNPzC/,image,extinctionrebellionyork,extinctionrebellionyork.jpg,CcLHcUNNPzC_0.jpg,"📍Lambeth Bridge📍
If you’re in London, join us. We live in a toxic system where civil disobedience is the only way to disrupt a government that consistently puts 💷 over 👥… will you be part of the change? 🌍✨ #actnow #lambethbridge #extinctionrebellion #xr #climate #climatecrisis #rebellion #civildisobedience #protest #bridge #blockade #change #systemchange",0.372430436,FALSE
,,lrc,https://www.instagram.com/p/CcVDnyGNlOH/,carousel,kirk_protest_london,kirk_protest_london.jpg,CcVDnyGNlOH_0.jpg;CcVDnyGNlOH_1.jpg;CcVDnyGNlOH_2.jpg;CcVDnyGNlOH_3.jpg;CcVDnyGNlOH_4.jpg;CcVDnyGNlOH_5.jpg;CcVDnyGNlOH_6.jpg;CcVDnyGNlOH_7.jpg;CcVDnyGNlOH_8.jpg;CcVDnyGNlOH_9.jpg,"Extinction rebellion Love is action March From Hyde Park to Shell headquarters in London. 

End fossil fuel now.

#extinctionrebellion #fightfor1point5 #fridayforfuture #protest #democracynow #killthebill #actnow #fossilfree #nonewroad #gretathunberg #peoplenotprofit #xr #climateemergency
#climatejusticenow #climateaction #photography #systemchange #schoolstrikeforclimate #circulareconomy #climatechange
#climatejustice #extinctionrebellionlondon #activism #activist 

@xr_london 
@xrebellionuk 
@extinctionrebellion",0.062370504,FALSE
,,lrc,https://www.instagram.com/p/Ccw7kgvt-B7/,image,xrsoutheastuk,xrsoutheastuk.jpg,Ccw7kgvt-B7_0.jpg,"Posted @withregram • @xrebellionuk FUCK THE FOSSIL ECONOMY ⁣
⁣
The last month XR UK:⁣
⁣
Blocked terminals and tankers that transport oil⁣
⁣
Companies like Total and Navigator refine and transport oil including oil not produced or used in the UK.⁣
⁣
Fucked companies that profit from oil & gas⁣
⁣
Companies like Shell and Schlumberger continue to fund exploration and extraction of new oil in a climate emergency. ⁣
⁣
Shut down insurance firms that underwrite extraction.⁣
⁣
Companies like Lloyd's of London provide security to life risking investments in new oil pipelines and coal mines⁣
⁣
Fucked banks that fund the destruction⁣
⁣
Companies like Black Rock and Barclays pump money into mining the amazon and extracting oil in the ocean.⁣
⁣
Dropped Tower Bridge and Marble Arch⁣
⁣
The media refuse to report the scale of this crisis, disrupting major roads, and picturesque landscapes highlights the crisis in the news and pressures for Government action⁣
⁣
⁣
Fucked the Government⁣
⁣
Our Government continue to break their climate commitments and subsidise energy giants like Shell, and promote new fossil fuels in a climate emergency⁣
⁣
⁣
#ExtinctionRebellion #ClimateCrisis #ChangeIsNow ⁣
⁣
The crisis is happening now. ⁣
⁣
Come together in civil resistance to create the change we need.⁣
Find out how in our linktree now. ⁣
⁣
#RebelForLife #Protest #Love #Action #London #ClimateJustice",0.536430092,FALSE
,,lmc,https://www.instagram.com/p/Cra0PveomNS/,carousel,euronewsgreen,euronewsgreen.jpg,Cra0PveomNS_0.jpg;Cra0PveomNS_1.jpg;Cra0PveomNS_2.jpg;Cra0PveomNS_3.jpg;Cra0PveomNS_4.jpg;Cra0PveomNS_5.jpg;Cra0PveomNS_6.jpg,"Thousands of protesters joined 'The Big One', a four-day mass demonstration by 200 groups led by climate group Extinction Rebellion (XR) in London, UK. 

On Friday, the first day of the protest, Euronews Green was there to document the event.

#euronewsgreen #climatechange #climateprotest #thebigone #xr #extinctionrebellion",0.009031703,TRUE
,,lmc,https://www.instagram.com/p/CrbVZFTtznP/,image,steve8eason,steve8eason.jpg,CrbVZFTtznP_0.jpg,XR - The Big One. London 24th April 2023,0.231519281,FALSE
,,lrc,https://www.instagram.com/p/CrcLalRoxs9/,carousel,kirk_protest_london,kirk_protest_london.jpg,CrcLalRoxs9_0.jpg;CrcLalRoxs9_1.jpg;CrcLalRoxs9_2.jpg;CrcLalRoxs9_3.jpg;CrcLalRoxs9_4.jpg;CrcLalRoxs9_5.jpg;CrcLalRoxs9_6.jpg;CrcLalRoxs9_7.jpg;CrcLalRoxs9_8.jpg;CrcLalRoxs9_9.jpg,"Monday 24th March from Parliament square to Shell HQ in London.  The Fossil fuel must end now.

#climatejustice #climateaction #cilmatechange #climateemergency #climatejusticenow #uk #protest #nonewfossilfuels #fridayforfuture #democracy #parliamentsquare #peoplenotprofit #extinctionrebellion #extinctionrebellionlondon #juststopoil #climatestrike #fossilfree #photography #london🇬🇧 #democracynow #killthebill #protestisnotacrime #greennewdeal",0.578959282,FALSE
,,lmc,https://www.instagram.com/p/CrTg_C2MZuu/,carousel,euronewsgreen,euronewsgreen.jpg,CrTg_C2MZuu_0.jpg;CrTg_C2MZuu_1.jpg;CrTg_C2MZuu_2.jpg;CrTg_C2MZuu_3.jpg;CrTg_C2MZuu_4.jpg;CrTg_C2MZuu_5.jpg,"More than 40,000 activists are expected to be heading to London for 'The Big One', a four-day rally organised by climate group Extinction Rebellion (XR).

Supported by similar groups, XR is calling on the UK government to stop all new fossil fuel projects.

The coalition of activists said in a press conference: ""We will be taking more radical action because the clock is ticking for every human and non-human alive today. We are not going to stand quietly by while time runs out and we all face the worst suffering possible.""

Read more on euronews.com.

📸
1-5, Reuters
6, AP

————————-

#euronewsgreen #climateactivism #climateemergency #climateactionnow #xr",0.010560666,TRUE
,,lmc,https://www.instagram.com/p/CrVJHphNewZ/,carousel,martin_pope_photographer,martin_pope_photographer.jpg,CrVJHphNewZ_0.jpg;CrVJHphNewZ_1.jpg;CrVJHphNewZ_2.jpg;CrVJHphNewZ_3.jpg;CrVJHphNewZ_4.jpg;CrVJHphNewZ_5.jpg;CrVJHphNewZ_6.jpg;CrVJHphNewZ_7.jpg;CrVJHphNewZ_8.jpg;CrVJHphNewZ_9.jpg,"Unite to Survive protest- the Big One, London 21/04/23
#protest #climatechange #xr #london #documentaryphotography #reportage #martinpopephotographer",0.46674486,FALSE
,,lmc,https://www.instagram.com/p/CrYC9zAOyTw/,carousel,greenpeaceliverpoolmerseyside,greenpeaceliverpoolmerseyside.jpg,CrYC9zAOyTw_0.jpg;CrYC9zAOyTw_1.jpg;CrYC9zAOyTw_2.jpg;CrYC9zAOyTw_3.jpg,Some photos from this weekends The Big One in Parliament Square London. Such an incredible turn out. First pic is the die-in to highlight the urgency of ecological collapse! Join us as it continues today and tomorrow! #xr #xrthebigone #thebigone #london #parliament #protest #climateemergency #peoplepower,0.878506476,FALSE
,,lmc,https://www.instagram.com/p/CrZGdXWNnOf/0,carousel,xrebellionuk,xrebellionuk.jpg,CrZGdXWNnOf_0.jpg;CrZGdXWNnOf_1.jpg;CrZGdXWNnOf_2.jpg;CrZGdXWNnOf_3.jpg;CrZGdXWNnOf_4.jpg;CrZGdXWNnOf_5.jpg;CrZGdXWNnOf_6.jpg;CrZGdXWNnOf_7.jpg;CrZGdXWNnOf_8.jpg;CrZGdXWNnOf_9.jpg,"THE BIG ONE - DAY 3

Today, thousands of people from different organisations returned to Westminster in the morning to support the #LondonMarathon, handing out leaflets to spectators and cheering on the runners. We are #RunningOutOfTime to act, but we are making ourselves impossible to ignore.

Throughout the day there were more fantastic speeches and workshops, including: A talk on mental health in the context of the CEE and PCSC Bill at the Planetary Health Hub; a service led by young people at the Faith Hub; a poetry workshop for young people co-led by Writers Rebel at the Global Justice Now tent; a Climate Cafe at the Planetary Health Hub; and exciting speeches and bands on the Main Stage! There was something for everyone to get involved with.

In the afternoon, people took part in the Big DIY Assembly, an exercise in deliberative, participatory democracy and collective decision making.

After the Big DIY Assembly, thousands of people marched to the Home Office with handmade pink paper boats to stand in solidarity with migrants and to protest against the government’s Illegal Migration Bill. There were some very moving speeches, including one from a young Algerian man who crossed the channel on a small boat, sharing his experiences and his hopes for the future.

We are uniting to survive, and it is beautiful. Tomorrow is the final day of #TheBigOne, so make sure you’re there.

HAPPENING NOW:

People are decorating the streets of London with posters! Watch this space for photos tomorrow…

#ThisIsTheWork #UniteToSurvive #DecideTogether #ChangeIsNow #CitizensAssemblies",0.362534288,FALSE
,,lrc,https://www.instagram.com/p/CS6lmP0sfgx/,image,xrwsm,xrwsm.jpg,CS6lmP0sfgx_0.jpg,"Junction block at Upper St Martins Lane/Garrick St is in place!

#ImpossibleRebellion 
#ExtinctionRebellion",0.891586313,FALSE
,,lrc,https://www.instagram.com/p/CS6VoA0MKGK/,carousel,xrwsm,xrwsm.jpg,CS6VoA0MKGK_0.jpg;CS6VoA0MKGK_1.jpg,"The #ImpossibleRebellion continues today. Our demand is simple. No more investment in fossil fuels!

Another world is possible. One where the lives of millions are not traded for the financial gain of a few.

#ActNow 
#extinctionrebellion",0.695142943,FALSE
,,lrc,https://www.instagram.com/p/CS6XGJzsUx-/,image,xrwsm,xrwsm.jpg,CS6XGJzsUx-_0.jpg,"#ImpossibleRebellion 
#extinctionrebellion 
#ActNow",0.556696592,FALSE
disruptive - sports,,src,https://www.instagram.com/p/Csy6CakLJEe/,video,reasoneduk,reasoneduk.jpg,Csy6CakLJEe_0.mp4,"Just Stop Oil crashed a rugby game and you can tell from the reaction of the crowd that people weren‚Äôt happy.

The morning commute. Darts. Rugby. These ecoloons love attacking every aspect of working class life, don‚Äôt they?

#juststopoil #juststopecoloons #justspoiltbrats #ecoloons #ecoloonshatehumanity",0.067182641,FALSE
,,lrc,https://www.instagram.com/p/CTAQXVrMp8l/,carousel,kirk_protest_london,kirk_protest_london.jpg,CTAQXVrMp8l_0.jpg;CTAQXVrMp8l_1.jpg;CTAQXVrMp8l_2.jpg;CTAQXVrMp8l_3.jpg;CTAQXVrMp8l_4.jpg;CTAQXVrMp8l_5.jpg;CTAQXVrMp8l_6.jpg;CTAQXVrMp8l_7.jpg;CTAQXVrMp8l_8.jpg;CTAQXVrMp8l_9.jpg,"Oxford circus London.

400 or 500 of extinction rebellion on the street 📢 the People United will navigate be defeat. ✊✊✊

#oxfordcircus #climateaction @xr_london 
#climatejustice #climatemergency #extinctionrebellionuk #killthebill #extinctionrebellionlondon #climatestrikeonline #climatecrisis #cop26 #peoplepower #photographer #protest #actnow #fridaysforfuture#fightfor1point5 #firdayforfuture 
#mindthegap #climatestrikeonline  #facetheclimateemergency #climatejustice #climateaction #extinctionorrebellion #actnow  #climateemergency  #thereisnoplanetb  #greenpeace #greenparty  #nomoreemptypromises #nomoreemptysummits #greennewdeal  #peoplehavethepower #oxfordstreet",0.108760878,FALSE
,,lrc,https://www.instagram.com/p/CTBRzkyi38T/,carousel,kirk_protest_london,kirk_protest_london.jpg,CTBRzkyi38T_0.jpg;CTBRzkyi38T_1.jpg;CTBRzkyi38T_2.jpg;CTBRzkyi38T_3.jpg;CTBRzkyi38T_4.jpg;CTBRzkyi38T_5.jpg;CTBRzkyi38T_6.jpg;CTBRzkyi38T_7.jpg,"solidarity for the with the indigenous people in Brazil who are fighting their human right their land and their Amazon rainforest from corrupt Brazil government.

 XR are protest outside Brazil embassy in London in peaceful protest way. 

 #climateaction 
#climatejustice #climatemergency #extinctionrebellionuk #killthebill #extinctionrebellionlondon #climatestrikeonline #climatecrisis #cop26 #peoplepower #photographer #protest #actnow #fridaysforfuture#fightfor1point5 #firdayforfuture #xr #humanright
#mindthegap #climatestrikeonline  #facetheclimateemergency #climatejustice #climateaction #extinctionorrebellion #actnow  #climateemergency  #thereisnoplanetb  #greenpeace #greenparty  #nomoreemptypromises #nomoreemptysummits #greennewdeal  #peoplehavethepower",0.439998929,FALSE
,,lrc,https://www.instagram.com/p/CV5mztIMZy7/,carousel,kirk_protest_london,kirk_protest_london.jpg,CV5mztIMZy7_0.jpg;CV5mztIMZy7_1.jpg;CV5mztIMZy7_2.jpg;CV5mztIMZy7_3.jpg;CV5mztIMZy7_4.jpg;CV5mztIMZy7_5.jpg;CV5mztIMZy7_6.jpg;CV5mztIMZy7_7.jpg;CV5mztIMZy7_8.jpg;CV5mztIMZy7_9.jpg,"From London youth climate strike for #firdayforfuture our message to the world's leaders is 📢 wake up, Act now, no more enter premises,  take climate emergency & take climate Justice now. ✊

#nomoreemptypromises #cop26 #climatejustice #actnow #xr #climatejusticenow #london🇬🇧 #extinctionorrebellion #extinctionrebellionuk #peoplepower #climatemergency #climatechange #killthebill #youthclimatestrike #protest4protest #youthstrike4climate #mindthegap #fightfor1point5",0.649746386,FALSE
,,src,https://www.instagram.com/p/CVhyl_5sZyp/,carousel,bbcinkent,bbcinkent.jpg,CVhyl_5sZyp_0.jpg;CVhyl_5sZyp_1.jpg;CVhyl_5sZyp_2.jpg,"Insulate Britain protesters blocked major roads connecting to the M25 despite a new court injunction.
Kent Police arrested 32 protesters after they targeted two roads near Dartford, including a slip-road for junction 1a of the M25 and the A206 at Crossways Boulevard.
Some of the activists glued themselves to the road surface, causing traffic to back up.
Insulate Britain said in a statement it was “not concerned with endless injunctions”.
.
📷 PA Media
.
.
.
#insulatebritain #protest #climate #insulate #dartford #kent #kentpolice #m25 #injunction #protesters #activists",0.622615254,FALSE
,,lrc,https://www.instagram.com/p/CVnyBw8tjTa/,carousel,kirk_protest_london,kirk_protest_london.jpg,CVnyBw8tjTa_0.jpg;CVnyBw8tjTa_1.jpg;CVnyBw8tjTa_2.jpg;CVnyBw8tjTa_3.jpg;CVnyBw8tjTa_4.jpg;CVnyBw8tjTa_5.jpg;CVnyBw8tjTa_6.jpg;CVnyBw8tjTa_7.jpg;CVnyBw8tjTa_8.jpg;CVnyBw8tjTa_9.jpg,"Today many young Friday for future  climate activist have been protest outside standard chartered headquarters in London. 

I want to give my massive thank you all who went to London & fight for climate Justice. Including @elijahmckenziejackson
@domipalmer @claraly
@mitzijonelle and most important 
Thank you @gretathunberg coming here. 

We want to tell standard chartered let them know why are we there for. We are here to stop fossil fuels corporation with their lie and doing more harm to our future climate. 

📢 What do we want ? #climatejustice ✊
📢 when do we want it 
#actnow ✊

#tellthetruth #fightfor1point5 #climatejustice
 #climateemergency #extinctionorrebellion #firdayforfuture #climatechange #mindthegap #nomoreemptysummits #london🇬🇧 #protest4protest #protest #cop26 #climatejusticenow #climatechange #climatestrike #climatecrisis #peoplepower #cleanupstandardchartered #uprootthesystem #killthebill #greenparty",0.424858444,FALSE
,,lrc,https://www.instagram.com/p/CxSK9jWorOT/,carousel,kirk_protest_london,kirk_protest_london.jpg,CxSK9jWorOT_0.jpg;CxSK9jWorOT_1.jpg;CxSK9jWorOT_2.jpg;CxSK9jWorOT_3.jpg;CxSK9jWorOT_4.jpg;CxSK9jWorOT_5.jpg;CxSK9jWorOT_6.jpg,"September 16th 2023 @xr_london marching in London demanding UK government cutting ties fossil fuel corporation. 🚫🛢️⛽

#climatejustice #climateaction #cilmatechange #climateemergency #climatejusticenow #uk #protest #nonewfossilfuels #fridayforfuture #democracy #parliamentsquare #peoplenotprofit #extinctionrebellion #extinctionrebellionlondon #juststopoil #climatestrike #fossilfree #photography #london🇬🇧 #democracynow #killthebill #protestisnotacrime #greennewdeal",0.302915634,FALSE
,,lrc,https://www.instagram.com/p/Cz36XWuKvch/,carousel,kirk_protest_london,kirk_protest_london.jpg,Cz36XWuKvch_0.jpg;Cz36XWuKvch_1.jpg;Cz36XWuKvch_2.jpg;Cz36XWuKvch_3.jpg;Cz36XWuKvch_4.jpg;Cz36XWuKvch_5.jpg;Cz36XWuKvch_6.jpg;Cz36XWuKvch_7.jpg;Cz36XWuKvch_8.jpg;Cz36XWuKvch_9.jpg,"Monday 20th of November 2023.

Just stop oil Marching every day in London. 

They marched on the road for 3 minutes until the police got involved. 

Solidarity to the climate activist ✊📷

#juststopoil #peoplepower #portraitphotography #protest #protestisnotacrime #defundfossilfuels #nonewoil #killthebill #xrlondon #extinctionrebellion #uk #photography #stopcambo #stoprosebank #fightfor1point5 #londonprotest #streetphotography #streetportrait #climatejustice #climatejusticenow #climatechange #hope #climatechangeawareness #climatestrike #climatecrisis #democracynow #democracy #photojournalist #juststopoil",0.909474896,FALSE
disruptive - van gogh,,src,https://www.instagram.com/p/CzTc7GaNRu5/,video,just.stopoil,juststopoil.jpg,CzTc7GaNRu5_0.mp4,"üí• SUFFRAGETTE PAINTING SMASHED

üíÄ Today, our government revealed plans for MORE oil licences, knowing full when it will kill millions. In response, two supporters of Just Stop Oil smashed the Rokeby Venus ‚Äî previously slashed by suffragette, Mary Richardson in 1914.

‚è± It's time for deeds, not words. Find out why at our next meeting: juststopoil.org/zoom or via the link in our bio @just.stopoil

#JustStopOil #ClimateCrisis #NoNewOil",0.252861258,FALSE
disruptive - prison,,src,https://www.instagram.com/p/CzynMGeMvcR/,image,glamouruk,glamouruk.jpg,CzynMGeMvcR_0.jpg,"#JustStopOil activist #PhoebePlummer has been sentenced to six months in prison for taking part in a protest against new gas and oil.

When asked by the judge if they would keep marching, the 22-year-old responded: ‚ÄúI will continue exercising my human right to protest, yes‚Äù.

They added: ‚ÄúHow many people will die before you stop sending people like me to prison? Why won‚Äôt you investigate the real criminals?‚Äù

Head to the link in our bio where we revisit our interview with Phoebe, as well as more young people who are making huge personal sacrifices in the name of climate activism.",0.049137067,TRUE
,,lmp,https://www.instagram.com/p/CzZqlgrMK70/,image,naamoduk,naamoduk.jpg,CzZqlgrMK70_0.jpg,"If you can, join us in the Jewish bloc of the @palestinesolidarityuk march this Saturday in London to demand a ceasefire!

Meet 11:30 @ Simon Bolivar statue, Belgrave Square, SW1X

Art by @becca.human",0.070832286,FALSE
disruptive - van gogh,,src,https://www.instagram.com/p/DAbdoDSO2l0/,image,artnews,artnews.jpg,DAbdoDSO2l0_0.jpg,"Two activists from the protest group Just Stop Oil who splashed tomato soup on Vincent van Gogh‚Äòs ""Sunflowers"" (1888) at London‚Äôs National Gallery in October 2022, have been sentenced to prison have been sentenced to prison.‚Å†
‚Å†
On September 27, Judge Christopher Hehir of Southwark crown court in London sentenced Phoebe Plummer to two years and three months in prison, and Anna to 20 months of jail time.‚Å†
‚Å†
Hehir said in his sentencing that the pair ‚Äúcouldn‚Äôt have cared less‚Äù if the world famous painting had been ruined.‚Å†
‚Å†
Check the link in our bio to learn more.‚Å†
‚Å†
[ID: Two protestors with ""Just Stop Oil"" t-shirts pose on the ground of a museum in front of a framed painting of sunflowers covered in a sunstance. One of the protestors holds an open can of soup. There is text overlaid on the image that says: ARTnews: Just Stop Oil Protestors Who Hurled Tomato Soup at Van Gogh‚Äôs ‚ÄòSunflowers‚Äô Sentenced to Prison.]",0.555728657,FALSE
,,lrc,https://www.instagram.com/p/DAI8FVwIKe1/,carousel,kirk_protest_london,kirk_protest_london.jpg,DAI8FVwIKe1_0.jpg;DAI8FVwIKe1_1.jpg;DAI8FVwIKe1_2.jpg;DAI8FVwIKe1_3.jpg;DAI8FVwIKe1_4.jpg;DAI8FVwIKe1_5.jpg;DAI8FVwIKe1_6.jpg;DAI8FVwIKe1_7.jpg;DAI8FVwIKe1_8.jpg;DAI8FVwIKe1_9.jpg;DAI8FVwIKe1_10.jpg;DAI8FVwIKe1_11.jpg;DAI8FVwIKe1_12.jpg;DAI8FVwIKe1_13.jpg,"Portrait of climate activists protesting outside of shell HQ and parliament Square in London demanding for pay up.

 marching from Shell's HQ into parliament with @waronwant and to demand Global North countries and corporations #PayUp for the climate damages they have caused.

#climatejustice #climatechange #climatestrike #climatecrisis #canonphotography #photojournalist #peoplepower #portraitphotography #democracynow  #protest #protestphotography #climateemergency #fossilfreelondon #fridayforfuture #extinctionrebellion #extinctionrebellionlondon #youthdemand #streetphotography

@eco_ty 
@fossilfreelondon
@mp_fossilfree",0.846403604,FALSE
,,,https://www.instagram.com/p/DCjEfx8IWo2/,image,nffnuk,nffnuk.jpg,DCjEfx8IWo2_0.jpg,"Today marks Food, Water & Agriculture Day at COP29.

Regenerative agriculture plays a crucial role in tackling climate change. The science is clear that nature-friendly farming practices can contribute significantly to both climate change mitigation and food security. 

As nature-friendly farmers, we're proud to be part of the solution.

Policymakers should include aid to help farmers make this transition - here in the UK and across the world. 

#COP29 #RegenerativeAgriculture #NFFN #ClimateAction",0.343147615,FALSE
,,lmp,https://www.instagram.com/p/DDt44EVMey-/,image,naamoduk,naamoduk.jpg,DDt44EVMey-_0.jpg,"On Monday, as MPs debated the legitimacy of exporting arms to Israel, Na’amodniks gathered outside Parliament to demand the UK Government end its complicity in Israeli war crimes.

Read the full transcript of the debate here: https://hansard.parliament.uk/Commons/2024-12-16/debates/492BAC22-4E2D-459E-8D41-DF13826FA7FE/IsraelAndPalestine",0.156644273,FALSE
disruptive - wifi,,src,https://www.instagram.com/p/DHjtUgnM-1j/,video,shut_the_system,shut_the_system.jpg,DHjtUgnM-1j_1.mp4,"NO WIFI FOR CLIMATE DENIERS
We've cut the cables to the office of infamous climate denying think tank Global Warming Policy Foundation
#shutthesystem #covertactivism #climatechage #climateaction #sabotage",0.484504415,FALSE
,,smc,https://www.instagram.com/p/DHstxw4tw7-/,image,_teachthefuture,_teachthefuture.jpg,DHstxw4tw7-_0.jpg,"📢 The Spring Statement is here – but where’s the investment in climate education? 🌍📚

The government has set out its economic priorities, but once again, climate education has been left behind. While major cuts to education funding were avoided, there’s still no dedicated support to equip students with the knowledge and skills needed for a sustainable future.

Without proper investment, schools will struggle to prioritise sustainability, leaving young people unprepared to tackle the climate crisis. This needs to change.

Read our breakdown of the budget and why climate education must be a priority – link in bio. 🔗
#TeachTheFuture #ClimateEducation #ClimateCrisis #ClimateJustice #ClimateChange #SpringBudget",0.409420278,FALSE
nondisruptive,,smc,https://www.instagram.com/p/DIfz2Lco19-/,video,citizensarrestnet,citizensarrestnet.jpg,DIfz2Lco19-_0.mp4,"8 of UK‚Äôs top polluters placed under citizen‚Äôs arrest

We confronted 8 CEO‚Äôs and executives responsible for millions of times more pollution than the average citizen.

Police attended and said they would look into whether a crime of public nuisance had been committed, although no officers handcuffed the CEOs.

We have now handed evidence of their crimes to the Crown Prosecution Service and will pursue prosecution.

Follow @citizensarrestnet for updates on their cases.

#CitizensArrest #PublicNuisance #CEO #Pollution #Accountability #CitizensArrestNetwork",0.92949293,FALSE
,,lrc,https://www.instagram.com/p/DIIGYOWKoJD/,carousel,kirk_protest_london,kirk_protest_london.jpg,DIIGYOWKoJD_0.jpg;DIIGYOWKoJD_1.jpg;DIIGYOWKoJD_2.jpg;DIIGYOWKoJD_3.jpg;DIIGYOWKoJD_4.jpg;DIIGYOWKoJD_5.jpg,"The photo was taken on 27th march 2025. 

Climate activists @chrisgpackham2 & @scientistsxr  were outside of the Home Office - (Westminster London UK) 

A Quote From Extinction Rebellion

🚨UK FOOD STRATEGY IGNORES CLIMATE IMPACT 

DEFRA Food Strategy has met with leading figures across the food system to advise on its food strategy - no environmental groups were represented at all.

In a world where food shortages are already impacting the most vulnerable, climate impact is key to food strategy. 

That’s why Scientists for the Extinction Rebellion Page have joined together demanding…
PEOPLE AND PLANET OVER PROFIT 

Chris Packham says:
“This is a terrible start to a process that’s critically important to our future as a country. We need a radical overhaul of a broken food system that’s not helping farmers, making people ill and punishing our environment. 

“If massive factory farmers are being given a seat at the table and sustainability and health experts marginalised, this process could be holed below the waterline from the outset.” 

✊More than 12,000 objections and a 43,000 signature petition were submitted in opposition to the UK government’s plan.

#DEFRA #FoodStrategy #FoodShortages #ClimateJustice #XRScientists #ChrisPackham #PeopleOverProfit #PlanetOverProfit #xrlondon #xrbrighton #extinctionrebellionlondon #extinctionrebellion #CutTheTies #climatejustice #climateemergency #climatechange #climatestrike",0.535386786,FALSE
,,,https://www.instagram.com/p/DIRTdg_NK6i/,video,aljazeeraenglish,aljazeeraenglish.jpg,DIRTdg_NK6i_1.mp4,Greenpeace activists in London have turned the US embassy’s pond blood red in protest of arms sales to Israel. #UK police arrested five people over the incident.⁠,0.92906597,TRUE
